training/bce,training/bsd,step,epoch,training/loss,validation/bce,validation/bsd,validation/loss
0.004572720266878605,0.8284741640090942,14449,110,0.2517431676387787,,,
0.002641020342707634,0.6574546098709106,14499,110,0.19908510148525238,,,
,,14540,110,,0.021620526909828186,0.6583762764930725,0.2126472443342209
0.0041156732477247715,0.3646584153175354,14549,111,0.11227849870920181,,,
0.03271763026714325,0.6652268767356873,14599,111,0.22247041761875153,,,
0.019015979021787643,0.6123616099357605,14649,111,0.19701966643333435,,,
,,14671,111,,0.021960178390145302,0.6634710431098938,0.21441343426704407
0.012631886638700962,0.607674241065979,14699,112,0.19114460051059723,,,
0.013693967834115028,0.4047353267669678,14749,112,0.1310063749551773,,,
0.007841434329748154,0.7751715779304504,14799,112,0.238040491938591,,,
,,14802,112,,0.021501297131180763,0.6532198190689087,0.21101686358451843
0.01683926396071911,0.496478796005249,14849,113,0.16073113679885864,,,
0.022244885563850403,0.6353198289871216,14899,113,0.20616737008094788,,,
,,14933,113,,0.021898502483963966,0.6597840785980225,0.21326415240764618
0.009627701714634895,0.7155890464782715,14949,114,0.22141611576080322,,,
0.017059577628970146,0.3592708706855774,14999,114,0.11972296983003616,,,
0.06050197780132294,0.6861006617546082,15049,114,0.24818158149719238,,,
,,15064,114,,0.022283559665083885,0.6610068678855896,0.21390056610107422
0.008852238766849041,0.77852463722229,15099,115,0.23975397646427155,,,
0.010944925248622894,0.6438225507736206,15149,115,0.20080822706222534,,,
,,15195,115,,0.021812275052070618,0.6586992740631104,0.21287840604782104
0.013557045720517635,0.4694167375564575,15199,116,0.15031497180461884,,,
0.004314849618822336,0.8628279566764832,15249,116,0.26186880469322205,,,
0.019439171999692917,0.6562606692314148,15299,116,0.21048563718795776,,,
,,15326,116,,0.022367708384990692,0.6658068895339966,0.21539951860904694
0.021509258076548576,0.5924997925758362,15349,117,0.1928064227104187,,,
0.049768660217523575,0.43616747856140137,15399,117,0.16568832099437714,,,
0.010799995623528957,0.6286430358886719,15449,117,0.196152925491333,,,
,,15457,117,,0.021681396290659904,0.6548761129379272,0.21163980662822723
0.007125838194042444,0.568554162979126,15499,118,0.17555435001850128,,,
0.008379768580198288,0.7856040596961975,15549,118,0.24154706299304962,,,
,,15588,118,,0.022044340148568153,0.6663168668746948,0.21532610058784485
0.016682332381606102,0.62183678150177,15599,119,0.19822867214679718,,,
0.009906167164444923,0.7786024808883667,15649,119,0.2405150681734085,,,
0.009013816714286804,0.5889555811882019,15699,119,0.18299634754657745,,,
,,15719,119,,0.02278801053762436,0.6636016368865967,0.21503211557865143
0.010154015384614468,0.6852574944496155,15749,120,0.21268506348133087,,,
0.013386867009103298,0.7107462882995605,15799,120,0.22259469330310822,,,
0.016250550746917725,0.7660343647003174,15849,120,0.24118569493293762,,,
,,15850,120,,0.02264065109193325,0.663643479347229,0.21494145691394806
0.009675025008618832,0.9366394281387329,15899,121,0.28776437044143677,,,
0.0319473072886467,0.7896655201911926,15949,121,0.2592627704143524,,,
,,15981,121,,0.022083617746829987,0.6651195287704468,0.2149943709373474
0.0077145891264081,0.8111538290977478,15999,122,0.2487463653087616,,,
0.008028796873986721,0.5387898683547974,16049,122,0.16725711524486542,,,
0.006013036239892244,0.6854896545410156,16099,122,0.2098560333251953,,,
,,16112,122,,0.02247626520693302,0.6635006666183472,0.21478362381458282
0.013049008324742317,0.6939588189125061,16149,123,0.2173219621181488,,,
0.005185278132557869,0.8060542345046997,16199,123,0.24544598162174225,,,
,,16243,123,,0.02226092480123043,0.6610284447669983,0.2138911783695221
0.017034370452165604,0.4880014657974243,16249,124,0.15832450985908508,,,
0.00818253867328167,0.33608514070510864,16299,124,0.1065533235669136,,,
0.0450347438454628,0.496906042098999,16349,124,0.18059612810611725,,,
,,16374,124,,0.022191237658262253,0.6566908359527588,0.2125411331653595
0.008457578718662262,0.6595056056976318,16399,125,0.20377199351787567,,,
0.012565359473228455,0.6787052154541016,16449,125,0.21240732073783875,,,
0.026924295350909233,0.5914303660392761,16499,125,0.19627611339092255,,,
,,16505,125,,0.02137795090675354,0.6572608947753906,0.21214286983013153
0.01785825379192829,0.704206109046936,16549,126,0.2237626165151596,,,
0.0027493787929415703,0.6161711812019348,16599,126,0.18677592277526855,,,
,,16636,126,,0.02267402969300747,0.6639373898506165,0.21505305171012878
0.011569539085030556,0.5496231317520142,16649,127,0.17298562824726105,,,
0.005055827554315329,0.7938399314880371,16699,127,0.24169106781482697,,,
0.04906190186738968,0.741904079914093,16749,127,0.25691455602645874,,,
,,16767,127,,0.02170318365097046,0.6626595258712769,0.21399006247520447
0.019338542595505714,0.4259408712387085,16799,128,0.14131924510002136,,,
0.021651294082403183,0.4988086223602295,16849,128,0.16479849815368652,,,
,,16898,128,,0.021285004913806915,0.6550251841545105,0.21140706539154053
0.03094266913831234,0.43773317337036133,16899,129,0.15297982096672058,,,
0.022452808916568756,0.6874548196792603,16949,129,0.22195342183113098,,,
0.018200252205133438,0.6847696304321289,16999,129,0.21817107498645782,,,
,,17029,129,,0.02153271995484829,0.6585308909416199,0.2126322090625763
0.0006191229913383722,0.949903666973114,17049,130,0.2854045033454895,,,
0.001282606739550829,0.9074028730392456,17099,130,0.2731187045574188,,,
0.01660042628645897,0.7988139986991882,17149,130,0.2512645125389099,,,
,,17160,130,,0.021916603669524193,0.6697389483451843,0.2162633091211319
0.010710183531045914,0.8517836332321167,17199,131,0.2630322277545929,,,
0.01884986273944378,0.5607908964157104,17249,131,0.18143217265605927,,,
,,17291,131,,0.02200748212635517,0.6613824963569641,0.2138199508190155
0.014868829399347305,0.8223555088043213,17299,132,0.25711485743522644,,,
0.004528012592345476,0.8784498572349548,17349,132,0.2667045593261719,,,
0.021192003041505814,0.676311194896698,17399,132,0.21772776544094086,,,
,,17422,132,,0.022122317925095558,0.662497341632843,0.2142348438501358
