training/bce,training/bsd,step,epoch,training/loss,validation/bce,validation/bsd,validation/loss
0.018955059349536896,0.7856378555297852,3349,25,0.24895991384983063,,,
0.006435532122850418,0.9948563575744629,3399,25,0.3029617667198181,,,
,,3405,25,,0.02404920943081379,0.7467156648635864,0.24084916710853577
0.051795244216918945,0.5247550010681152,3449,26,0.1936831772327423,,,
0.006322485860437155,0.996234655380249,3499,26,0.30329614877700806,,,
,,3536,26,,0.02299824170768261,0.7268704771995544,0.234159916639328
0.010351371951401234,0.5190238952636719,3549,27,0.16295313835144043,,,
0.021713148802518845,0.8756197690963745,3599,27,0.27788516879081726,,,
0.016396798193454742,0.8135112524032593,3649,27,0.2555311322212219,,,
,,3667,27,,0.023718051612377167,0.7348289489746094,0.2370513528585434
0.02006867341697216,0.4805017113685608,3699,28,0.15819859504699707,,,
0.010425654239952564,0.6469243764877319,3749,28,0.20137529075145721,,,
,,3798,28,,0.02381003461778164,0.723814845085144,0.23381152749061584
0.006593888625502586,0.789647102355957,3799,29,0.24150986969470978,,,
0.008227257989346981,0.9167753458023071,3849,29,0.280791699886322,,,
0.018310317769646645,0.8090013861656189,3899,29,0.2555176615715027,,,
,,3929,29,,0.025187242776155472,0.7158482074737549,0.2323855459690094
0.003909283317625523,0.6309632062911987,3949,30,0.19202546775341034,,,
0.008043731562793255,0.7839103937149048,3999,30,0.24080373346805573,,,
0.027176745235919952,0.8926441073417664,4049,30,0.28681695461273193,,,
,,4060,30,,0.023618636652827263,0.7237685918807983,0.23366358876228333
0.03068150021135807,0.7291725873947144,4099,31,0.2402288317680359,,,
0.010991380549967289,0.7837780714035034,4149,31,0.2428273856639862,,,
,,4191,31,,0.02332056313753128,0.7167337536811829,0.23134450614452362
0.004950731061398983,0.784797191619873,4199,32,0.2389046847820282,,,
0.010087836533784866,0.6639193296432495,4249,32,0.2062372863292694,,,
0.01717248186469078,0.7244767546653748,4299,32,0.22936376929283142,,,
,,4322,32,,0.02382265217602253,0.7363333702087402,0.23757584393024445
0.01764754205942154,0.6043688058853149,4349,33,0.19366393983364105,,,
0.010112314485013485,0.8412292003631592,4399,33,0.2594473958015442,,,
0.001398241613060236,0.9822784066200256,4449,33,0.2956623136997223,,,
,,4453,33,,0.02401524968445301,0.7152711749076843,0.23139208555221558
0.0321892648935318,0.9394768476486206,4499,34,0.304375559091568,,,
0.015928592532873154,0.863417387008667,4549,34,0.2701752185821533,,,
,,4584,34,,0.02267703413963318,0.7055003046989441,0.2275240421295166
0.0036760561633855104,0.6898967027664185,4599,35,0.20954225957393646,,,
0.017926163971424103,0.7934037446975708,4649,35,0.2505694627761841,,,
0.013516556471586227,0.641844630241394,4699,35,0.2020149827003479,,,
,,4715,35,,0.024222442880272865,0.717840850353241,0.23230791091918945
0.013869243673980236,0.7948693633079529,4749,36,0.24816928803920746,,,
0.00588797964155674,0.6628978252410889,4799,36,0.20299094915390015,,,
,,4846,36,,0.0235295407474041,0.7112607955932617,0.2298489511013031
0.00762814050540328,0.8137636184692383,4849,37,0.24946878850460052,,,
0.0048125265166163445,0.8558213114738464,4899,37,0.2601151764392853,,,
0.009891582652926445,0.7207735180854797,4949,37,0.2231561690568924,,,
,,4977,37,,0.02435091882944107,0.7049239873886108,0.2285229116678238
0.011326209641993046,0.7151666283607483,4999,38,0.22247834503650665,,,
0.00351388449780643,0.8801137804985046,5049,38,0.26649385690689087,,,
0.008025340735912323,0.8595253229141235,5099,38,0.26347535848617554,,,
,,5108,38,,0.02483026497066021,0.7057402729988098,0.22910326719284058
0.026885056868195534,0.8593306541442871,5149,39,0.27661874890327454,,,
0.05792238563299179,0.6164219379425049,5199,39,0.22547225654125214,,,
,,5239,39,,0.023289592936635017,0.7063689231872559,0.22821341454982758
0.009991479106247425,0.7511191964149475,5249,40,0.23232980072498322,,,
0.025345096364617348,0.512880802154541,5299,40,0.17160581052303314,,,
0.014399384148418903,0.6068317890167236,5349,40,0.19212910532951355,,,
,,5370,40,,0.024224048480391502,0.7029721140861511,0.22784847021102905
0.004658988211303949,0.8128178119659424,5399,41,0.2471066564321518,,,
0.06411264091730118,0.6524173021316528,5449,41,0.24060404300689697,,,
0.030884796753525734,0.5553093552589417,5499,41,0.18821215629577637,,,
,,5501,41,,0.027047907933592796,0.6982948780059814,0.22842201590538025
0.009378603659570217,0.685675323009491,5549,42,0.21226762235164642,,,
0.08291845768690109,0.6576465368270874,5599,42,0.2553368806838989,,,
,,5632,42,,0.023120973259210587,0.7052589058876038,0.227762371301651
0.01730537787079811,0.5217729806900024,5649,43,0.16864566504955292,,,
0.011101060546934605,0.8423385620117188,5699,43,0.2604723274707794,,,
0.024329926818609238,0.4750150442123413,5749,43,0.1595354676246643,,,
,,5763,43,,0.0250653438270092,0.6973491311073303,0.2267504632472992
0.03527652472257614,0.6938856840133667,5799,44,0.2328592836856842,,,
0.036716632544994354,0.7216575741767883,5849,44,0.24219892919063568,,,
,,5894,44,,0.024705855175852776,0.7240839004516602,0.23451927304267883
0.012683208100497723,0.5642534494400024,5899,45,0.17815428972244263,,,
0.019703708589076996,0.8123703002929688,5949,45,0.2575036883354187,,,
0.04209158942103386,0.6537554860115051,5999,45,0.2255907654762268,,,
,,6025,45,,0.023554161190986633,0.6961352229118347,0.2253285050392151
0.06639470160007477,0.5215407609939575,6049,46,0.2029385268688202,,,
0.011364749632775784,0.7655999660491943,6099,46,0.23763532936573029,,,
0.011751432903110981,0.805802047252655,6149,46,0.24996663630008698,,,
,,6156,46,,0.02307925559580326,0.6994463801383972,0.22598940134048462
0.03546031191945076,0.5504796504974365,6199,47,0.1899661272764206,,,
0.013756215572357178,0.8851828575134277,6249,47,0.2751842141151428,,,
,,6287,47,,0.024172518402338028,0.7127130031585693,0.2307346612215042
0.02053712122142315,0.7030583620071411,6299,48,0.22529350221157074,,,
0.00520292017608881,0.7635072469711304,6349,48,0.23269422352313995,,,
0.011300724931061268,0.6582545042037964,6399,48,0.20538686215877533,,,
,,6418,48,,0.023224860429763794,0.6961765289306641,0.22511035203933716
0.0014320948394015431,0.9208264946937561,6449,49,0.27725040912628174,,,
0.01998899132013321,0.9041338562965393,6499,49,0.28523245453834534,,,
0.09194198995828629,0.8983511924743652,6549,49,0.3338647782802582,,,
,,6549,49,,0.0230949018150568,0.6894169449806213,0.22299152612686157
0.016189677640795708,0.5897427797317505,6599,50,0.18825562298297882,,,
0.01659504510462284,0.8321195840835571,6649,50,0.26125243306159973,,,
,,6680,50,,0.0239469762891531,0.6882474422454834,0.22323709726333618
0.0019468337995931506,0.8192903399467468,6699,51,0.24714989960193634,,,
0.011298497207462788,0.7613340616226196,6749,51,0.23630917072296143,,,
0.025055965408682823,0.38579487800598145,6799,51,0.13327763974666595,,,
,,6811,51,,0.023214228451251984,0.6875820755958557,0.22252462804317474
0.008487860672175884,0.8061013221740723,6849,52,0.24777190387248993,,,
0.012651000171899796,0.8568795323371887,6899,52,0.26591956615448,,,
,,6942,52,,0.023967262357473373,0.7165501117706299,0.23174217343330383
0.004763069096952677,0.9195067882537842,6949,53,0.2791861891746521,,,
0.028008271008729935,0.7751883864402771,6999,53,0.25216230750083923,,,
0.032970596104860306,0.5738523006439209,7049,53,0.19523510336875916,,,
,,7073,53,,0.02208896540105343,0.6894345283508301,0.22229264676570892
0.0319058932363987,0.5088405609130859,7099,54,0.17498630285263062,,,
0.00808941200375557,0.7929825782775879,7149,54,0.2435573786497116,,,
0.003143919864669442,0.8395482897758484,7199,54,0.25406524538993835,,,
,,7204,54,,0.022977646440267563,0.6927063465118408,0.22389625012874603
0.0025676835794001818,0.7804439663887024,7249,55,0.23593057692050934,,,
0.006691947113722563,0.82982337474823,7299,55,0.2536313831806183,,,
,,7335,55,,0.023093372583389282,0.6873093247413635,0.22235816717147827
0.0029590963385999203,0.7765673398971558,7349,56,0.2350415736436844,,,
0.024632548913359642,0.7275621891021729,7399,56,0.23551145195960999,,,
0.011390281841158867,0.6398099660873413,7449,56,0.19991619884967804,,,
,,7466,56,,0.022538743913173676,0.6916512250900269,0.22327250242233276
0.018808122724294662,0.5123006105422974,7499,57,0.16685587167739868,,,
0.0061961025930941105,0.7987724542617798,7549,57,0.24396900832653046,,,
,,7597,57,,0.023122986778616905,0.6831221580505371,0.22112277150154114
0.01382866408675909,0.3663257360458374,7599,58,0.1195777878165245,,,
0.01150783896446228,0.6919369101524353,7649,58,0.21563658118247986,,,
0.026560815051198006,0.5934926271438599,7699,58,0.19664035737514496,,,
,,7728,58,,0.022746127098798752,0.6812039613723755,0.22028346359729767
0.01739441603422165,0.7013850808143616,7749,59,0.22259162366390228,,,
0.004160668235272169,0.771794319152832,7799,59,0.23445077240467072,,,
0.0017646804917603731,0.7818067073822021,7849,59,0.23577730357646942,,,
,,7859,59,,0.023232337087392807,0.688539445400238,0.22282449901103973
0.011745871976017952,0.6498904228210449,7899,60,0.20318925380706787,,,
0.0044284095056355,0.6744961142539978,7949,60,0.20544873178005219,,,
,,7990,60,,0.025349514558911324,0.7192840576171875,0.23352980613708496
0.019081909209489822,0.644428014755249,7999,61,0.20668575167655945,,,
0.022592438384890556,0.6212152242660522,8049,61,0.20217928290367126,,,
0.032854851335287094,0.643624484539032,8099,61,0.216085746884346,,,
,,8121,61,,0.023468129336833954,0.6898998618125916,0.22339767217636108
0.06636674702167511,0.6301454305648804,8149,62,0.23550036549568176,,,
0.011154881678521633,0.7003377676010132,8199,62,0.21790975332260132,,,
0.00915580801665783,0.6673261523246765,8249,62,0.206606924533844,,,
,,8252,62,,0.02276076376438141,0.6926017999649048,0.22371309995651245
0.010516143403947353,0.6470738649368286,8299,63,0.20148345828056335,,,
0.008745669387280941,0.565044641494751,8349,63,0.17563536763191223,,,
,,8383,63,,0.023026974871754646,0.6888290047645569,0.22276756167411804
0.00435283500701189,0.6889853477478027,8399,64,0.20974260568618774,,,
0.010772142559289932,0.7712452411651611,8449,64,0.23891407251358032,,,
0.013959068804979324,0.6694968938827515,8499,64,0.21062041819095612,,,
,,8514,64,,0.02315448597073555,0.6799447536468506,0.2201915979385376
0.007974854670464993,0.700426459312439,8549,65,0.2157103419303894,,,
0.03750796988606453,0.5477374792098999,8599,65,0.19057682156562805,,,
,,8645,65,,0.022624559700489044,0.6840934753417969,0.2210652381181717
0.09670642763376236,0.882580041885376,8649,66,0.33246850967407227,,,
0.013413500040769577,0.8114053010940552,8699,66,0.2528110444545746,,,
0.001033804495818913,0.8455634117126465,8749,66,0.25439268350601196,,,
,,8776,66,,0.02191646210849285,0.6762731671333313,0.2182234674692154
0.007551077753305435,0.7801894545555115,8799,67,0.239342600107193,,,
0.011442701332271099,0.4036353826522827,8849,67,0.1291005164384842,,,
0.012515032663941383,0.6993931531906128,8899,67,0.2185784876346588,,,
,,8907,67,,0.022988561540842056,0.6790268421173096,0.21980006992816925
0.029962977394461632,0.8004936575889587,8949,68,0.2611221969127655,,,
0.12480062991380692,0.6164712905883789,8999,68,0.2723018527030945,,,
,,9038,68,,0.021904269233345985,0.6697862148284912,0.2162688821554184
0.006832728628069162,0.681662917137146,9049,69,0.2092818021774292,,,
0.027531372383236885,0.7752265930175781,9099,69,0.25183993577957153,,,
0.009909756481647491,0.7898428440093994,9149,69,0.2438896894454956,,,
,,9169,69,,0.022901739925146103,0.6785389184951782,0.2195928543806076
0.04276811704039574,0.42083442211151123,9199,70,0.1561880111694336,,,
0.013390066102147102,0.7176324129104614,9249,70,0.22466278076171875,,,
0.014761092141270638,0.5443688035011292,9299,70,0.17364341020584106,,,
,,9300,70,,0.022938737645745277,0.6848036646842957,0.22149820625782013
0.008209957741200924,0.632714033126831,9349,71,0.19556120038032532,,,
0.006992810405790806,0.7592912912368774,9399,71,0.23268236219882965,,,
,,9431,71,,0.023174596950411797,0.691070020198822,0.2235431969165802
0.00885779969394207,0.7555151581764221,9449,72,0.23285502195358276,,,
0.02494913712143898,0.5147171020507812,9499,72,0.17187952995300293,,,
0.012496954761445522,0.8039145469665527,9549,72,0.2499222457408905,,,
,,9562,72,,0.023059183731675148,0.6815040111541748,0.22059260308742523
0.030248237773776054,0.6918936967849731,9599,73,0.22874188423156738,,,
0.008860376663506031,0.567135214805603,9649,73,0.17634283006191254,,,
,,9693,73,,0.023651575669646263,0.6845104694366455,0.22190925478935242
0.015340319834649563,0.6438109278678894,9699,74,0.20388151705265045,,,
0.020193859934806824,0.7141333818435669,9749,74,0.22837573289871216,,,
0.0034301429986953735,0.5080576539039612,9799,74,0.15481840074062347,,,
,,9824,74,,0.023013848811388016,0.6741737127304077,0.21836179494857788
0.044276632368564606,0.6432939171791077,9849,75,0.2239818274974823,,,
0.040013182908296585,0.33959442377090454,9899,75,0.12988755106925964,,,
0.020491264760494232,0.712392270565033,9949,75,0.22806157171726227,,,
,,9955,75,,0.022531701251864433,0.6802666187286377,0.21985217928886414
0.00541934696957469,0.6335140466690063,9999,76,0.19384776055812836,,,
0.004885099362581968,0.5561734437942505,10049,76,0.1702716052532196,,,
,,10086,76,,0.023603536188602448,0.6709555983543396,0.21780918538570404
0.014708505012094975,0.757483959197998,10099,77,0.23754115402698517,,,
0.024953316897153854,0.7561655640602112,10149,77,0.24431699514389038,,,
0.014904980547726154,0.6661030054092407,10199,77,0.2102643847465515,,,
,,10217,77,,0.022939017042517662,0.6805585026741028,0.22022493183612823
0.011357075534760952,0.5659370422363281,10249,78,0.17773106694221497,,,
0.009388391859829426,0.5757638216018677,10299,78,0.17930102348327637,,,
,,10348,78,,0.023858943954110146,0.6828861236572266,0.22156712412834167
0.014470255002379417,0.7164329290390015,10349,79,0.22505907714366913,,,
0.023898333311080933,0.5793728828430176,10399,79,0.19054070115089417,,,
0.004653041251003742,0.6585967540740967,10449,79,0.2008361667394638,,,
,,10479,79,,0.02245502732694149,0.6812558770179749,0.22009530663490295
0.004476853646337986,0.531389594078064,10499,80,0.162550687789917,,,
0.02397913672029972,0.4512970447540283,10549,80,0.15217451751232147,,,
0.019175758585333824,0.6046288013458252,10599,80,0.19481167197227478,,,
,,10610,80,,0.021837759763002396,0.6674792766571045,0.21553026139736176
0.017529906705021858,0.8456270098686218,10649,81,0.2659590542316437,,,
0.021348202601075172,0.8619077205657959,10699,81,0.27351608872413635,,,
,,10741,81,,0.022069232538342476,0.6715801954269409,0.21692253649234772
0.00353451631963253,0.9229669570922852,10749,82,0.2793642580509186,,,
0.008980087004601955,0.6988571882247925,10799,82,0.21594321727752686,,,
0.005840503145009279,0.7363641858100891,10849,82,0.2249976247549057,,,
,,10872,82,,0.022667868062853813,0.6714317202568054,0.2172970324754715
0.007367604412138462,0.830889880657196,10899,83,0.2544243037700653,,,
0.026170585304498672,0.4348207712173462,10949,83,0.1487656533718109,,,
0.006096461322158575,0.8199838399887085,10999,83,0.25026267766952515,,,
,,11003,83,,0.02209012769162655,0.6646832823753357,0.21486806869506836
0.004087483044713736,0.6286408305168152,11049,84,0.1914534866809845,,,
0.0198826901614666,0.6781781911849976,11099,84,0.21737134456634521,,,
,,11134,84,,0.02225533314049244,0.6629477143287659,0.2144630402326584
0.022850191220641136,0.6215609312057495,11149,85,0.20246341824531555,,,
0.01412920095026493,0.629660964012146,11199,85,0.19878873229026794,,,
0.008866451680660248,0.5343523025512695,11249,85,0.16651220619678497,,,
,,11265,85,,0.022167254239320755,0.663170337677002,0.21446815133094788
0.019139669835567474,0.7872288227081299,11299,86,0.24956642091274261,,,
0.008486876264214516,0.5783688426017761,11349,86,0.17945146560668945,,,
,,11396,86,,0.022351179271936417,0.6640542149543762,0.21486209332942963
0.002739318646490574,0.5671162605285645,11399,87,0.17205241322517395,,,
0.007636982016265392,0.6150608062744141,11449,87,0.1898641288280487,,,
0.018495799973607063,0.6454981565475464,11499,87,0.2065965235233307,,,
,,11527,87,,0.021322784945368767,0.65837162733078,0.2124374359846115
0.013750039041042328,0.5862851738929749,11549,88,0.18551059067249298,,,
0.02368318662047386,0.7112553715705872,11599,88,0.22995485365390778,,,
0.05142533406615257,0.5376660227775574,11649,88,0.19729754328727722,,,
,,11658,88,,0.021715037524700165,0.664573609828949,0.21457259356975555
0.017272939905524254,0.4867333769798279,11699,89,0.1581110805273056,,,
0.005207077134400606,0.5201871395111084,11749,89,0.15970110893249512,,,
,,11789,89,,0.021906502544879913,0.6624948978424072,0.21408306062221527
0.017004813998937607,0.6123348474502563,11799,90,0.19560383260250092,,,
0.0012693785829469562,0.9882176518440247,11849,90,0.2973538637161255,,,
0.0014780884375795722,0.6356472969055176,11899,90,0.1917288601398468,,,
,,11920,90,,0.022674132138490677,0.6693990230560303,0.21669159829616547
0.042214613407850266,0.522727906703949,11949,91,0.18636859953403473,,,
0.01748410239815712,0.40935218334198,11999,91,0.13504453003406525,,,
0.0016376888379454613,0.7379103899002075,12049,91,0.22251950204372406,,,
,,12051,91,,0.022625040262937546,0.6698296666145325,0.2167864590883255
0.025038639083504677,0.65325927734375,12099,92,0.2135048359632492,,,
0.014017725363373756,0.4569692015647888,12149,92,0.14690318703651428,,,
,,12182,92,,0.021777240559458733,0.6572316884994507,0.21241357922554016
0.002248716074973345,0.9921226501464844,12199,93,0.29921090602874756,,,
0.004863261245191097,0.6359168291091919,12249,93,0.19417934119701385,,,
0.018794415518641472,0.5530067682266235,12299,93,0.17905811965465546,,,
,,12313,93,,0.022103961557149887,0.6651339530944824,0.21501295268535614
0.06467076390981674,0.5222440958023071,12349,94,0.20194277167320251,,,
0.009519197046756744,0.5435470938682556,12399,94,0.16972757875919342,,,
,,12444,94,,0.021940218284726143,0.664676308631897,0.21476100385189056
0.03267071768641472,0.49056100845336914,12449,95,0.17003780603408813,,,
0.012995596043765545,0.90418541431427,12499,95,0.28035256266593933,,,
0.01166792493313551,0.5937846899032593,12549,95,0.18630295991897583,,,
,,12575,95,,0.02205793187022209,0.662187397480011,0.2140967696905136
0.022546175867319107,0.5660266876220703,12599,96,0.18559034168720245,,,
0.0021196508314460516,0.7986667156219482,12649,96,0.2410837709903717,,,
0.03459645062685013,0.589036762714386,12699,96,0.20092855393886566,,,
,,12706,96,,0.022499829530715942,0.6625325679779053,0.21450965106487274
0.006154321599751711,0.7549656629562378,12749,97,0.23079773783683777,,,
0.006303058005869389,0.736748456954956,12799,97,0.22543668746948242,,,
,,12837,97,,0.021672755479812622,0.657443642616272,0.21240399777889252
0.022632678970694542,0.45066094398498535,12849,98,0.1510411649942398,,,
0.026656415313482285,0.4568887948989868,12899,98,0.1557261347770691,,,
0.032511934638023376,0.7411696314811707,12949,98,0.24510924518108368,,,
,,12968,98,,0.022360187023878098,0.6619082689285278,0.21422462165355682
0.003949486184865236,0.8083541393280029,12999,99,0.24527089297771454,,,
0.0035412476863712072,0.8460309505462646,13049,99,0.25628817081451416,,,
0.008707058615982533,0.4853254556655884,13099,99,0.15169258415699005,,,
,,13099,99,,0.02304738014936447,0.6603850722312927,0.21424871683120728
0.0027662301436066628,0.8180095553398132,13149,100,0.24733923375606537,,,
0.0038078706711530685,0.5094283819198608,13199,100,0.15549401938915253,,,
,,13230,100,,0.021753044798970222,0.655010461807251,0.21173028647899628
0.01862197183072567,0.5970697999000549,13249,101,0.1921563297510147,,,
0.017205985262989998,0.492920458316803,13299,101,0.159920334815979,,,
0.04081890359520912,0.6934143900871277,13349,101,0.23659755289554596,,,
,,13361,101,,0.021472416818141937,0.6642163395881653,0.21429559588432312
0.0078024002723395824,0.4015299081802368,13399,102,0.12592065334320068,,,
0.02735171467065811,0.5706206560134888,13449,102,0.19033241271972656,,,
,,13492,102,,0.02228078804910183,0.6614214777946472,0.21402296423912048
0.033336490392684937,0.6546643376350403,13499,103,0.21973486244678497,,,
0.01663842983543873,0.5940104722976685,13549,103,0.18985004723072052,,,
0.011515653692185879,0.6445918083190918,13599,103,0.2014385163784027,,,
,,13623,103,,0.022066449746489525,0.6600133180618286,0.21345050632953644
0.008094707503914833,0.757118821144104,13649,104,0.23280195891857147,,,
0.005330846179276705,0.6586464643478394,13699,104,0.20132553577423096,,,
0.008680453523993492,0.6006838083267212,13749,104,0.1862814724445343,,,
,,13754,104,,0.02177993766963482,0.6602818965911865,0.21333047747612
0.018276941031217575,0.5891207456588745,13799,105,0.18953008949756622,,,
0.02464447170495987,0.5638535618782043,13849,105,0.186407208442688,,,
,,13885,105,,0.02229476533830166,0.6607966423034668,0.21384531259536743
0.020039184018969536,0.617968738079071,13899,106,0.1994180530309677,,,
0.0060040829703211784,0.6964025497436523,13949,106,0.2131236344575882,,,
0.010069317184388638,0.7919746041297913,13999,106,0.24464090168476105,,,
,,14016,106,,0.021628128364682198,0.6594778299331665,0.21298304200172424
0.006845219526439905,0.5646216869354248,14049,107,0.17417815327644348,,,
0.025805355980992317,0.5513002872467041,14099,107,0.18345384299755096,,,
,,14147,107,,0.02259979397058487,0.6638050079345703,0.21496134996414185
0.033893246203660965,0.6334181427955627,14149,108,0.2137507200241089,,,
0.012336278334259987,0.45252031087875366,14199,108,0.1443915069103241,,,
0.014384100213646889,0.46651995182037354,14249,108,0.15002486109733582,,,
,,14278,108,,0.021336732432246208,0.6645636558532715,0.21430478990077972
0.021720988675951958,0.6385295391082764,14299,109,0.20676356554031372,,,
0.0022740184795111418,0.6884416341781616,14349,109,0.2081243097782135,,,
0.025464462116360664,0.6645181179046631,14399,109,0.21718056499958038,,,
,,14409,109,,0.022694867104291916,0.660393476486206,0.21400444209575653
